0	2.2653	-2.6653
1.001	2.3221	-2.303
2.002	3.7077	-0.99381
3.003	3.7432	0.22618
4.004	3.1534	1.8634
5.005	2.1163	2.9948
6.006	0.44805	3.7068
7.007	-0.90347	3.3498
8.008	-2.3507	2.3603
9.009	-3.7182	1.9467
10.01	-3.0129	2.3495
11.011	-1.4232	1.9889
12.012	0.36592	0.95875
13.013	1.7694	-0.42848
14.014	2.2746	-2.1968
15.015	1.7762	-3.7829
16.016	0.26994	-4.2644
16.983	-1.0965	-4.2542
17.984	-2.1736	-3.6931
18.985	-3.4294	-2.8842
19.986	-4.0722	-1.6458
20.987	-4.0326	-0.70713
21.988	-4.2286	0.606
22.989	-3.9941	1.3118
23.99	-3.5213	2.2313
24.991	-2.8627	2.8436
25.992	-1.6841	3.4428
26.993	-0.26132	3.7381
27.994	1.1793	3.4634
28.995	2.4512	2.6523
29.996	3.0843	1.518
30.997	3.4098	0.78306
31.998	3.6497	0.68842
32.999	3.7093	0.26695
34	2.8377	0.18183
35.001	1.167	-0.13391
36.002	-0.40135	-1.118
37.003	-1.7284	-2.5523
38.004	-2.7551	-3.4933
39.005	-3.3634	-2.896
40.006	-3.8886	-1.9013
41.007	-3.9007	-2.1193
42.008	-3.295	-2.6728
43.009	-2.561	-2.9336
44.01	-1.1483	-2.7011
45.011	0.38342	-3.1804
46.012	1.5936	-3.8038
47.013	1.6928	-3.4801
48.014	1.5198	-3.9469
49.015	1.795	-3.8113
50.016	2.6941	-3.0762
50.984	3.4279	-1.9369
51.985	3.7286	-0.85047
52.986	3.6473	0.70413
53.987	3.1239	1.8819
54.988	2.3277	2.8249
55.989	1.1441	3.5522
56.99	-0.024363	3.7995
57.991	-0.87916	3.7653
58.992	-1.7324	3.5272
59.993	-2.2528	3.3033
60.994	-2.6539	2.8978
61.995	-1.9484	1.9899
62.996	-0.75546	1.4805
63.997	0.7358	1.0798
64.998	1.8858	0.80666
65.999	1.8623	0.84058
67	1.8836	0.83284
68.001	1.8455	0.86114
69.002	2.3247	1.4593
70.003	2.494	2.3031
71.004	2.4924	2.3203
72.005	2.5028	2.322
73.006	2.5028	2.3116
74.007	2.5234	2.2754
75.008	2.5723	2.2759
76.009	2.6936	2.2449
77.01	2.9029	1.3793
78.011	3.341	1.5349
79.012	3.4575	1.3172
80.013	3.2568	0.78548
81.014	2.0651	0.059325
82.015	1.2236	-1.2804
83.016	0.14904	-1.7346
83.983	-0.3239	-2.3805
84.984	-0.90638	-3.8029
85.985	-1.7392	-3.9848
86.986	-2.5146	-3.0697
87.987	-3.2469	-2.168
88.988	-3.9968	-1.1876
89.989	-4.3372	-0.2375
90.99	-4.1198	0.49501
91.991	-3.7447	1.3839
92.992	-3.4314	2.2746
93.993	-2.699	2.9092
94.994	-1.7572	3.3909
95.995	-0.63292	3.2282
96.996	0.64135	2.619
97.997	2.1901	2.6636
98.998	2.8105	1.9989
100	3.3084	1.4061
101	3.6402	0.40344
102	3.6977	-0.76408
103	3.2383	-1.537
104	2.5325	-2.3032
105.01	1.8455	-3.5911
106.01	1.3013	-3.8428
107.01	0.22235	-4.2836
108.01	-1.0077	-4.2956
109.01	-1.6922	-4.0044
110.01	-2.6567	-3.4888
111.01	-3.4237	-2.708
112.01	-4.107	-1.6227
113.01	-3.8116	-0.45679
114.01	-4.1098	0.90722
114.98	-4.0786	0.97221
115.98	-4.0807	0.9265
116.98	-4.1198	0.93357
117.98	-4.1944	0.80289
118.99	-4.1809	1.0366
119.99	-3.664	2.0299
120.99	-2.9856	2.7758
121.99	-1.9474	3.4659
122.99	-1.0229	3.7366
123.99	-0.75403	3.2129
124.99	-0.35398	1.9016
125.99	0.51147	1.1816
126.99	1.7028	0.2705
127.99	2.0287	-1.0861
129	2.6634	-2.3002
130	2.0551	-3.3832
131	0.69847	-3.7259
132	-0.29871	-3.5
133	-1.1563	-2.5812
134	-1.7276	-1.5091
135	-1.6737	-0.17386
136	-1.7105	1.1085
137	-2.4548	1.9028
138	-3.0652	2.6482
139.01	-3.0662	2.6566
140.01	-3.0592	2.6723
141.01	-3.0317	2.6336
142.01	-3.0508	2.6338
143.01	-3.0319	2.5866
144.01	-2.99	2.5229
145.01	-2.9628	2.4767
146.01	-3.0282	2.4276
147.01	-3.1196	1.6088
148.01	-3.7189	0.77533
149.01	-4.1355	0.68637
149.98	-4.2046	-0.19112
150.98	-4.2071	-1.4128
151.99	-3.7612	-2.3651
152.99	-2.7311	-2.8242
153.99	-1.7375	-3.6292
154.99	-1.5289	-4.2046
155.99	-2.1195	-3.9823
156.99	-2.7512	-3.5825
157.99	-3.532	-2.8058
158.99	-4.0159	-1.92
159.99	-3.6408	-0.9747
160.99	-4.0519	0.17121
162	-3.8791	0.96384
163	-3.499	2.158
164	-2.6633	2.9786
165	-1.448	3.3013
166	-0.15289	3.3732
167	0.63685	2.3667
168	1.5974	1.368
169	2.6279	0.39278
170	3.5152	-0.39308
171	3.7242	-0.56501
172.01	3.7138	-0.53958
173.01	3.6962	-0.52677
174.01	3.6965	-0.55356
175.01	3.6683	-0.55561
176.01	3.1743	-0.6135
177.01	2.1707	-0.96608
178.01	1.3256	-2.0991
179.01	1.4936	-3.59
180.01	0.82368	-4.1104
181.01	-0.37067	-4.3214
182.01	-1.6207	-4.1306
182.98	-2.4919	-3.4878
183.98	-3.2553	-2.9977
184.98	-3.9263	-2.1113
185.99	-3.8611	-1.5101
186.99	-4.3497	-0.34593
187.99	-4.3574	0.18196
188.99	-4.0659	1.2949
189.99	-3.9173	1.5282
190.99	-2.8979	0.89422
191.99	-1.2016	0.20297
192.99	0.69902	0.91601
193.99	2.0626	2.5725
194.99	1.8932	1.814
196	1.709	1.4249
197	0.82077	-0.28527
198	-0.4115	-2.3886
199	-0.027687	-4.3369
200	0.53513	-3.8797
201	1.6051	-2.3497
202	3.5839	-1.3459
203	3.7095	-0.69053
204	3.7564	-0.59386
205.01	3.7944	-0.24927
206.01	3.7832	-0.0005352
207.01	3.7518	0.23588
208.01	3.6211	0.8309
209.01	3.3605	1.5066
210.01	3.0361	2.0235
211.01	2.178	2.9421
212.01	1.6638	3.2877
213.01	0.64252	3.6559
214.01	-0.57382	3.7655
215.01	-1.1041	3.7133
215.98	-2.2332	3.3317
216.98	-3.0341	2.7382
217.98	-3.2379	2.2956
218.99	-2.9128	1.1104
219.99	-1.9227	-0.1348
220.99	-0.61435	-0.07361
221.99	-0.59878	-0.060902
222.99	-0.57484	-0.06677
223.99	-0.53379	0.064736
224.99	-0.52429	0.093966
225.99	-0.55143	0.082553
226.99	-0.55452	0.057491
227.99	-0.55601	0.029437
229	-0.56877	0.094532
230	-0.57081	0.11099
231	-0.55526	0.13461
232	-0.55187	0.13037
233	-0.55184	0.094364
234	-0.55679	0.25031
235	-0.8415	1.3374
236	-0.26171	2.2871
237	0.81452	3.1216
238	1.7184	3.1514
239.01	2.275	2.6967
240.01	2.27	2.7557
241.01	2.1568	2.8859
242.01	2.0997	2.9556
243.01	1.7589	2.1975
244.01	0.98355	0.80326
245.01	-0.5404	-0.56731
246.01	-1.1467	-2.5132
247.01	-0.9836	-4.2997
248.01	-1.4136	-3.7723
249.01	-2.2747	-3.793
249.98	-2.7731	-3.4801
250.98	-3.5348	-2.7143
251.99	-3.7651	-1.4141
252.99	-4.254	-0.76616
253.99	-3.8794	0.43397
254.99	-3.8821	1.6293
255.99	-3.2406	2.4077
256.99	-2.4079	3.1425
257.99	-1.6058	3.3936
258.99	-0.73144	2.8039
259.99	0.5638	2.4272
260.99	1.5885	2.788
262	0.8984	3.5642
263	-0.33446	3.7555
264	-1.3226	3.6448
265	-1.9861	3.3237
266	-2.9329	2.7613
267	-3.5582	2.0579
268	-4.0506	1.223
269	-4.2922	0.36613
270	-4.3415	-0.49345
271	-4.0599	-0.7258
272.01	-4.13	-0.84229
273.01	-3.7162	-0.93738
274.01	-2.2265	-0.91185
275.01	-0.30762	-1.2346
276.01	1.9494	-1.3092
277.01	3.5476	-1.4685
278.01	3.6227	-1.317
279.01	2.5329	-1.7959
